locus_tag	ftype	length_bp	gene	EC_number	COG	product
YA00082404_00037	CDS	312	rplX		COG0198	50S ribosomal protein L24
YA00082404_00038	CDS	369	rplN		COG0093	50S ribosomal protein L14
YA00082404_00039	CDS	264	rpsQ		COG0186	30S ribosomal protein S17
YA00082404_00040	CDS	192	rpmC		COG0255	50S ribosomal protein L29
YA00082404_00041	CDS	435	rplP		COG0197	50S ribosomal protein L16
YA00082404_00042	CDS	657	rpsC		COG0092	30S ribosomal protein S3
YA00082404_00043	CDS	357	rplV		COG0091	50S ribosomal protein L22
YA00082404_00044	CDS	321	rpsS		COG0185	30S ribosomal protein S19
YA00082404_00045	CDS	834	rplB		COG0090	50S ribosomal protein L2
YA00082404_00046	CDS	285	rplW			50S ribosomal protein L23
YA00082404_00047	CDS	624	rplD		COG0088	50S ribosomal protein L4
YA00082404_00048	CDS	630	rplC		COG0087	50S ribosomal protein L3
YA00082404_00049	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
YA00082404_00050	CDS	801	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
YA00082404_00051	CDS	960	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
YA00082404_00052	CDS	1083	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
YA00082404_00053	CDS	900				hypothetical protein
YA00082404_00054	CDS	1887				hypothetical protein
YA00082404_00055	CDS	435				hypothetical protein
YA00082404_00056	CDS	543				hypothetical protein
YA00082404_00057	CDS	981	hepT_1	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
YA00082404_00058	CDS	1341	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
YA00082404_00059	CDS	987				hypothetical protein
YA00082404_00060	CDS	744				hypothetical protein
YA00082404_00061	CDS	720	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
YA00082404_00062	CDS	750	crnA	3.5.2.10		Creatinine amidohydrolase
YA00082404_00063	CDS	993		3.1.1.25		Phospho-furanose lactonase
YA00082404_00064	CDS	1299	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
YA00082404_00065	CDS	273	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
YA00082404_00066	CDS	435	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
YA00082404_00067	CDS	2067				hypothetical protein
YA00082404_00068	CDS	1188	tuf		COG0050	Elongation factor Tu
YA00082404_00069	CDS	2088	fusA		COG0480	Elongation factor G
YA00082404_00070	CDS	471	rpsG		COG0049	30S ribosomal protein S7
YA00082404_00071	CDS	414	rpsL		COG0048	30S ribosomal protein S12
YA00082404_00072	CDS	1398	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
YA00082404_00073	CDS	480				hypothetical protein
YA00082404_00074	CDS	1470				hypothetical protein
YA00082404_00075	CDS	645	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
YA00082404_00076	CDS	2016	tkt_1	2.2.1.1		Transketolase
YA00082404_00077	CDS	675	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
YA00082404_00078	CDS	441	rpiB_1	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
YA00082404_00079	CDS	1032		1.1.1.301		D-arabitol-phosphate dehydrogenase
YA00082404_00080	CDS	1053	gatD_1	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
YA00082404_00081	CDS	1272	gatC_1		COG3775	PTS system galactitol-specific EIIC component
YA00082404_00082	CDS	282	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
YA00082404_00083	CDS	465	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
YA00082404_00084	CDS	2070				hypothetical protein
YA00082404_00085	CDS	813				hypothetical protein
YA00082404_00086	CDS	363				hypothetical protein
YA00082404_00087	CDS	369				hypothetical protein
YA00082404_00088	CDS	807				hypothetical protein
YA00082404_00089	CDS	471				Putative universal stress protein
YA00082404_00090	CDS	456	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
YA00082404_00091	CDS	342				hypothetical protein
YA00082404_00092	CDS	1257	umuC_1		COG0389	Protein UmuC
YA00082404_00093	CDS	813	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
YA00082404_00094	CDS	696	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
YA00082404_00095	CDS	2691	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
YA00082404_00096	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
YA00082404_00097	CDS	2046	kdpB	3.6.3.12	COG2216	Potassium-transporting ATPase ATP-binding subunit
YA00082404_00098	CDS	1686	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
YA00082404_00099	CDS	306	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
YA00082404_00100	CDS	1308	licC_1		COG1455	Lichenan permease IIC component
YA00082404_00101	CDS	303	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
YA00082404_00102	CDS	1122	rodA_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
YA00082404_00103	CDS	1131	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
YA00082404_00104	CDS	2571	mgtB	3.6.3.2	COG0474	Magnesium-transporting ATPase, P-type 1
YA00082404_00105	CDS	96				hypothetical protein
YA00082404_00106	CDS	567				hypothetical protein
YA00082404_00107	CDS	1776	yneA_1			Cell division suppressor protein YneA
YA00082404_00108	CDS	330	yaaQ		COG3870	putative protein YaaQ
YA00082404_00109	CDS	627	tmk	2.7.4.9	COG0125	Thymidylate kinase
YA00082404_00110	CDS	1362	speA	4.1.1.19	COG1982	Arginine decarboxylase
YA00082404_00111	CDS	990	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
YA00082404_00112	CDS	597	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
YA00082404_00113	CDS	375	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
YA00082404_00114	CDS	852	murR		COG1737	HTH-type transcriptional regulator MurR
YA00082404_00115	CDS	840	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
YA00082404_00116	CDS	447				hypothetical protein
YA00082404_00117	CDS	843	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
YA00082404_00118	CDS	246				hypothetical protein
YA00082404_00119	CDS	597	recR		COG0353	Recombination protein RecR
YA00082404_00120	CDS	318				Nucleoid-associated protein
YA00082404_00121	CDS	1740	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
YA00082404_00122	CDS	465				hypothetical protein
YA00082404_00123	CDS	189				hypothetical protein
YA00082404_00124	CDS	222				hypothetical protein
YA00082404_00125	CDS	1365	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
YA00082404_00126	CDS	156				hypothetical protein
YA00082404_00127	CDS	642				hypothetical protein
YA00082404_00128	CDS	96				hypothetical protein
YA00082404_00129	CDS	1494	xylB	2.7.1.17	COG1070	Xylulose kinase
YA00082404_00130	CDS	939				hypothetical protein
YA00082404_00131	CDS	948				hypothetical protein
YA00082404_00132	CDS	1740			COG1132	putative ABC transporter ATP-binding protein
YA00082404_00133	CDS	1725	cydD_1		COG4988	ATP-binding/permease protein CydD
YA00082404_00134	CDS	1014	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
YA00082404_00135	CDS	1407	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
YA00082404_00136	CDS	471	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
YA00082404_00137	CDS	1578	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
YA00082404_00138	CDS	720	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
YA00082404_00139	CDS	735				hypothetical protein
YA00082404_00140	CDS	462				hypothetical protein
YA00082404_00141	CDS	444				hypothetical protein
YA00082404_00142	CDS	1353	mepA_1		COG0534	Multidrug export protein MepA
YA00082404_00143	CDS	450	slyA_1			Transcriptional regulator SlyA
YA00082404_00144	CDS	975	lrp			Leucine-rich protein
YA00082404_00145	CDS	456	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
YA00082404_00146	CDS	405				hypothetical protein
YA00082404_00147	CDS	612	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
YA00082404_00148	CDS	369				hypothetical protein
YA00082404_00149	CDS	753				hypothetical protein
YA00082404_00150	CDS	1959	mngA_1		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
YA00082404_00151	CDS	2649	mngB_1	3.2.1.170	COG0383	Mannosylglycerate hydrolase
YA00082404_00152	CDS	1683		2.4.1.-	COG0366	Glucosylglycerate phosphorylase
YA00082404_00153	CDS	1134	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
YA00082404_00154	CDS	957	ccpB_1			Catabolite control protein B
YA00082404_00155	CDS	1335				hypothetical protein
YA00082404_00156	CDS	690	cobB	3.5.1.-	COG0846	NAD-dependent protein deacetylase
YA00082404_00157	CDS	291				hypothetical protein
YA00082404_00158	CDS	1209	tetA_1			Tetracycline resistance protein, class B
YA00082404_00159	CDS	348				hypothetical protein
YA00082404_00160	CDS	645	tal_1	2.2.1.2	COG0176	Transaldolase
YA00082404_00161	CDS	690				hypothetical protein
YA00082404_00162	CDS	1728	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
YA00082404_00163	CDS	252				hypothetical protein
YA00082404_00164	CDS	1284	serS	6.1.1.11		Serine--tRNA ligase
YA00082404_00165	CDS	420	ydaG		COG3871	General stress protein 26
YA00082404_00166	CDS	573	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
YA00082404_00167	CDS	1707	menF	5.4.4.2		Isochorismate synthase MenF
YA00082404_00168	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
YA00082404_00169	CDS	1773			COG1132	putative ABC transporter ATP-binding protein
YA00082404_00170	CDS	1854				hypothetical protein
YA00082404_00171	CDS	948				hypothetical protein
YA00082404_00172	CDS	1338	dacA_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
YA00082404_00173	CDS	1668	cocE	3.1.1.84		Cocaine esterase
YA00082404_00174	CDS	2154	topB_1	5.99.1.2		DNA topoisomerase 3
YA00082404_00175	CDS	1773	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
YA00082404_00176	CDS	1467	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
YA00082404_00177	CDS	531	ymdB_1	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
YA00082404_00178	CDS	1611	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
YA00082404_00179	CDS	111				hypothetical protein
YA00082404_00180	CDS	1455	bglC_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
YA00082404_00181	CDS	303	gmuB_1	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
YA00082404_00182	CDS	1353	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
YA00082404_00183	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
YA00082404_00184	CDS	309	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
YA00082404_00185	CDS	735	glvR_1		COG1737	HTH-type transcriptional regulator GlvR
YA00082404_00186	CDS	663				hypothetical protein
YA00082404_00187	CDS	1131				hypothetical protein
YA00082404_00188	CDS	909	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
YA00082404_00189	CDS	2331	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
YA00082404_00190	CDS	1449	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
YA00082404_00191	CDS	1854	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
YA00082404_00192	CDS	837	licT_1		COG3711	Transcription antiterminator LicT
YA00082404_00193	CDS	204				hypothetical protein
YA00082404_00194	CDS	624	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
YA00082404_00195	CDS	2169				hypothetical protein
YA00082404_00196	CDS	396				hypothetical protein
YA00082404_00197	CDS	1191	emrD			Multidrug resistance protein D
YA00082404_00198	CDS	510				hypothetical protein
YA00082404_00199	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
YA00082404_00200	CDS	309	gmuA_1		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
YA00082404_00201	CDS	2271	bglB_1	3.2.1.21	COG1472	Thermostable beta-glucosidase B
YA00082404_00202	CDS	300	gmuB_2	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
YA00082404_00203	CDS	1296	licC_2		COG1455	Lichenan permease IIC component
YA00082404_00204	CDS	1917	licR_1		COG1762	putative licABCH operon regulator
YA00082404_00205	CDS	1467	katA	1.11.1.6	COG0753	Catalase
YA00082404_00206	CDS	204				hypothetical protein
YA00082404_00207	CDS	852	spo0J		COG1475	Stage 0 sporulation protein J
YA00082404_00208	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
YA00082404_00209	CDS	759				hypothetical protein
YA00082404_00210	CDS	300				hypothetical protein
YA00082404_00211	CDS	855	noc		COG1475	Nucleoid occlusion protein
YA00082404_00212	CDS	807	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
YA00082404_00213	CDS	906	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
YA00082404_00214	CDS	447				hypothetical protein
YA00082404_00215	CDS	657	cbbY	3.1.3.-	COG0637	Protein CbbY
YA00082404_00216	CDS	1407	mtlA			PTS system mannitol-specific EIICB component
YA00082404_00217	CDS	1002	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
YA00082404_00218	CDS	696	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
YA00082404_00219	CDS	717	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
YA00082404_00220	CDS	267				hypothetical protein
YA00082404_00221	CDS	366				hypothetical protein
YA00082404_00222	CDS	1284				hypothetical protein
YA00082404_00223	CDS	393				hypothetical protein
YA00082404_00224	CDS	324				hypothetical protein
YA00082404_00225	CDS	357				hypothetical protein
YA00082404_00226	CDS	1890	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
YA00082404_00227	CDS	1374	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
YA00082404_00228	CDS	819	dacA_2	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
YA00082404_00229	CDS	708				hypothetical protein
YA00082404_00230	CDS	528				hypothetical protein
YA00082404_00231	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
YA00082404_00232	CDS	1194	sauU			putative sulfoacetate transporter SauU
YA00082404_00233	CDS	1191	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
YA00082404_00234	CDS	1401	norB			Quinolone resistance protein NorB
YA00082404_00235	CDS	1188		3.5.1.47		N-acetyldiaminopimelate deacetylase
YA00082404_00236	CDS	2343	rhaR_1			HTH-type transcriptional activator RhaR
YA00082404_00237	CDS	2751	inlJ_1			Internalin-J
YA00082404_00238	CDS	258				hypothetical protein
YA00082404_00239	CDS	1242				hypothetical protein
YA00082404_00240	CDS	1188	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
YA00082404_00241	CDS	1092	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
YA00082404_00242	CDS	1149				hypothetical protein
YA00082404_00243	CDS	423	slyA_2			Transcriptional regulator SlyA
YA00082404_00244	CDS	357				hypothetical protein
YA00082404_00245	CDS	600				hypothetical protein
YA00082404_00246	CDS	321	trxA_1		COG0526	Thioredoxin 1
YA00082404_00247	CDS	663	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
YA00082404_00248	CDS	1122	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
YA00082404_00249	CDS	2178	kojP	2.4.1.230		Kojibiose phosphorylase
YA00082404_00250	CDS	1032	iolG_2	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
YA00082404_00251	CDS	795	iolO	5.1.3.-	COG1082	5-keto-L-gluconate epimerase
YA00082404_00252	CDS	1053	tdh	1.1.1.103		L-threonine 3-dehydrogenase
YA00082404_00253	CDS	852	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
YA00082404_00254	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
YA00082404_00255	CDS	1293				hypothetical protein
YA00082404_00256	CDS	1701	ycjM	2.4.1.-	COG0366	Glucosylglycerate phosphorylase
YA00082404_00257	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
YA00082404_00258	tRNA	75				tRNA-Val(gac)
YA00082404_00259	CDS	1995				hypothetical protein
YA00082404_00260	CDS	543				hypothetical protein
YA00082404_00261	CDS	1413	hsrA			putative transport protein HsrA
YA00082404_00262	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
YA00082404_00263	CDS	822	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
YA00082404_00264	CDS	1263	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
YA00082404_00265	CDS	1452	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
YA00082404_00266	CDS	1269	csbC			putative metabolite transport protein CsbC
YA00082404_00267	CDS	981	rhaS_1			HTH-type transcriptional activator RhaS
YA00082404_00268	CDS	462				hypothetical protein
YA00082404_00269	CDS	621				hypothetical protein
YA00082404_00270	CDS	864	misCA		COG0706	Membrane protein insertase MisCA
YA00082404_00271	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
YA00082404_00272	CDS	135	rpmH			50S ribosomal protein L34
YA00082404_00273	CDS	471				hypothetical protein
YA00082404_00274	CDS	1356	dnaA		COG0593	Chromosomal replication initiator protein DnaA
YA00082404_00275	CDS	1146	dnaN		COG0592	Beta sliding clamp
YA00082404_00276	CDS	1344	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
YA00082404_00277	CDS	288				hypothetical protein
YA00082404_00278	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
YA00082404_00279	CDS	1941	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
YA00082404_00280	CDS	2529	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
YA00082404_00281	CDS	1515	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
YA00082404_00282	CDS	519	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
YA00082404_00283	CDS	969	galK	2.7.1.6		Galactokinase
YA00082404_00284	CDS	972				hypothetical protein
YA00082404_00285	CDS	1071		2.7.4.2		Phosphomevalonate kinase
YA00082404_00286	CDS	2325				hypothetical protein
YA00082404_00287	CDS	1008	tagH	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
YA00082404_00288	CDS	804	tagG		COG1682	Teichoic acid translocation permease protein TagG
YA00082404_00289	CDS	894	btuF		COG0614	Vitamin B12-binding protein
YA00082404_00290	CDS	3441	purT	2.1.2.-		Phosphoribosylglycinamide formyltransferase 2
YA00082404_00291	CDS	1209	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
YA00082404_00292	CDS	282				hypothetical protein
YA00082404_00293	CDS	231				hypothetical protein
YA00082404_00294	CDS	879				hypothetical protein
YA00082404_00295	CDS	1839	typA		COG1217	GTP-binding protein TypA/BipA
YA00082404_00296	CDS	774	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
YA00082404_00297	CDS	615				hypothetical protein
YA00082404_00298	CDS	945	corA		COG0598	Cobalt/magnesium transport protein CorA
YA00082404_00299	CDS	531				hypothetical protein
YA00082404_00300	CDS	273				hypothetical protein
YA00082404_00301	CDS	954	ldh_1	1.1.1.27		L-lactate dehydrogenase
YA00082404_00302	CDS	312				hypothetical protein
YA00082404_00303	CDS	96				hypothetical protein
YA00082404_00304	CDS	1404	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
YA00082404_00305	CDS	1635				hypothetical protein
YA00082404_00306	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
YA00082404_00307	CDS	1116	pdhA	1.2.4.1	COG1071	Pyruvate dehydrogenase E1 component subunit alpha
YA00082404_00308	CDS	552	def2	3.5.1.88	COG0242	Peptide deformylase 2
YA00082404_00309	CDS	555				hypothetical protein
YA00082404_00310	CDS	999				hypothetical protein
YA00082404_00311	CDS	489	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
YA00082404_00312	CDS	1002	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
YA00082404_00313	CDS	483	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
YA00082404_00314	CDS	249				hypothetical protein
YA00082404_00315	CDS	423	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
YA00082404_00316	CDS	486	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
YA00082404_00317	CDS	1224	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
YA00082404_00318	CDS	771	modA		COG0725	Molybdate-binding protein ModA
YA00082404_00319	CDS	672	modB		COG4149	Molybdenum transport system permease protein ModB
YA00082404_00320	CDS	663	cysA	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
YA00082404_00321	CDS	582	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
YA00082404_00322	CDS	804				hypothetical protein
YA00082404_00323	CDS	1266				hypothetical protein
YA00082404_00324	CDS	1857	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
YA00082404_00325	CDS	1464	glpK_1	2.7.1.30	COG0554	Glycerol kinase
YA00082404_00326	CDS	948	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
YA00082404_00327	CDS	825	tktA	2.2.1.1	COG0021	Transketolase 1
YA00082404_00328	CDS	1404				hypothetical protein
YA00082404_00329	CDS	1029	purR_2		COG1609	HTH-type transcriptional repressor PurR
YA00082404_00330	CDS	771	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
YA00082404_00331	CDS	210				hypothetical protein
YA00082404_00332	CDS	1668	rnjA	3.1.-.-	COG0595	Ribonuclease J1
YA00082404_00333	CDS	966	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
YA00082404_00334	CDS	852				hypothetical protein
YA00082404_00335	CDS	921				hypothetical protein
YA00082404_00336	CDS	660	ktrA		COG0569	Ktr system potassium uptake protein A
YA00082404_00337	CDS	639	liaR		COG2197	Transcriptional regulatory protein LiaR
YA00082404_00338	CDS	1059	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
YA00082404_00339	CDS	714	liaF		COG4758	Protein LiaF
YA00082404_00340	CDS	873	cvfB			Conserved virulence factor B
YA00082404_00341	CDS	696	cutC_1		COG3142	Copper homeostasis protein CutC
YA00082404_00342	CDS	492	crr			PTS system glucose-specific EIIA component
YA00082404_00343	CDS	903	gbuC			Glycine betaine/carnitine transport binding protein GbuC
YA00082404_00344	CDS	849	gbuB			Glycine betaine/carnitine transport permease protein GbuB
YA00082404_00345	CDS	1194	gbuA	3.6.3.32		Glycine betaine/carnitine transport ATP-binding protein GbuA
YA00082404_00346	CDS	882	ykuT		COG0668	putative MscS family protein YkuT
YA00082404_00347	CDS	1116		3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
YA00082404_00348	CDS	711	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
YA00082404_00349	CDS	879	gltR_1		COG0583	HTH-type transcriptional regulator GltR
YA00082404_00350	CDS	453	ykuL		COG0517	CBS domain-containing protein YkuL
YA00082404_00351	CDS	234	ykuJ		COG4703	putative protein YkuJ
YA00082404_00352	CDS	222				hypothetical protein
YA00082404_00353	CDS	1146	patA	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
YA00082404_00354	CDS	861	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
YA00082404_00355	CDS	1035				hypothetical protein
YA00082404_00356	CDS	1719	ptsI	2.7.3.9		Phosphoenolpyruvate-protein phosphotransferase
YA00082404_00357	CDS	267	ptsH			Phosphocarrier protein HPr
YA00082404_00358	CDS	285				hypothetical protein
YA00082404_00359	CDS	1467	carA2	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
YA00082404_00360	CDS	792				hypothetical protein
YA00082404_00361	CDS	612				hypothetical protein
YA00082404_00362	CDS	2169	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
YA00082404_00363	CDS	480	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
