locus_tag	ftype	length_bp	gene	EC_number	COG	product
HL2074_00077	CDS	408				hypothetical protein
HL2074_00078	CDS	333				hypothetical protein
HL2074_00079	CDS	324				hypothetical protein
HL2074_00080	CDS	294				hypothetical protein
HL2074_00081	CDS	723				hypothetical protein
HL2074_00082	CDS	450				hypothetical protein
HL2074_00083	CDS	423				hypothetical protein
HL2074_00084	CDS	636				hypothetical protein
HL2074_00085	CDS	723				hypothetical protein
HL2074_00086	CDS	774				putative protein
HL2074_00087	CDS	1053	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
HL2074_00088	CDS	639				hypothetical protein
HL2074_00089	CDS	957		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
HL2074_00090	tRNA	73				tRNA-Lys(ctt)
HL2074_00091	CDS	1482				hypothetical protein
HL2074_00092	CDS	252				hypothetical protein
HL2074_00093	CDS	222				hypothetical protein
HL2074_00094	CDS	327				hypothetical protein
HL2074_00095	CDS	369	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
HL2074_00096	CDS	984	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
HL2074_00097	CDS	690				hypothetical protein
HL2074_00098	CDS	5880				hypothetical protein
HL2074_00099	CDS	2307				hypothetical protein
HL2074_00100	CDS	243	atpE_1		COG0636	ATP synthase subunit c
HL2074_00101	CDS	1047	atpD_1			ATP synthase subunit delta
HL2074_00102	CDS	1497	atpA_1	3.6.3.14	COG0056	ATP synthase subunit alpha
HL2074_00103	CDS	870	atpG_1			ATP synthase gamma chain, sodium ion specific
HL2074_00104	CDS	1371	atpD_2	3.6.3.15	COG0055	ATP synthase subunit beta, sodium ion specific
HL2074_00105	CDS	324	atpC_1			ATP synthase epsilon chain
HL2074_00106	CDS	561				hypothetical protein
HL2074_00107	CDS	633				hypothetical protein
HL2074_00108	CDS	966	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
HL2074_00109	CDS	807	sorA		COG3715	PTS system sorbose-specific EIIC component
HL2074_00110	CDS	912	manZ_2		COG3716	PTS system mannose-specific EIID component
HL2074_00111	CDS	390				hypothetical protein
HL2074_00112	CDS	351				hypothetical protein
HL2074_00113	CDS	291	ycnE_1	1.-.-.-	COG1359	Putative monooxygenase YcnE
HL2074_00114	CDS	633	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
HL2074_00115	CDS	372				hypothetical protein
HL2074_00116	CDS	2271	chiA1	3.2.1.14		Chitinase A1
HL2074_00117	CDS	903	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
HL2074_00118	CDS	1782			COG1132	putative ABC transporter ATP-binding protein
HL2074_00119	CDS	1743			COG1132	putative ABC transporter ATP-binding protein
HL2074_00120	CDS	834	rhaS_1			HTH-type transcriptional activator RhaS
HL2074_00121	CDS	1116	aes_1	3.1.1.-		Acetyl esterase
HL2074_00122	CDS	711				hypothetical protein
HL2074_00123	CDS	696				hypothetical protein
HL2074_00124	CDS	462				hypothetical protein
HL2074_00125	CDS	336				hypothetical protein
HL2074_00126	CDS	429				hypothetical protein
HL2074_00127	CDS	417				hypothetical protein
HL2074_00128	CDS	423				hypothetical protein
HL2074_00129	CDS	537	cwlC	3.5.1.28	COG0860	Sporulation-specific N-acetylmuramoyl-L-alanine amidase
HL2074_00130	CDS	1272				hypothetical protein
HL2074_00131	CDS	2313				hypothetical protein
HL2074_00132	CDS	750			COG2199	putative signaling protein
HL2074_00133	CDS	1509	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HL2074_00134	CDS	234				hypothetical protein
HL2074_00135	CDS	279	yjdJ		COG2388	putative protein YjdJ
HL2074_00136	CDS	1575	appA			Oligopeptide-binding protein AppA
HL2074_00137	CDS	951	gsiC		COG0601	Glutathione transport system permease protein GsiC
HL2074_00138	CDS	894	gsiD		COG1173	Glutathione transport system permease protein GsiD
HL2074_00139	CDS	285				hypothetical protein
HL2074_00140	CDS	369				hypothetical protein
HL2074_00141	CDS	1308				hypothetical protein
HL2074_00142	CDS	438				hypothetical protein
HL2074_00143	CDS	351				hypothetical protein
HL2074_00144	CDS	408				hypothetical protein
HL2074_00145	CDS	432				hypothetical protein
HL2074_00146	CDS	372				hypothetical protein
HL2074_00147	CDS	312				hypothetical protein
HL2074_00148	CDS	1656	dppE_1		COG4166	Dipeptide-binding protein DppE
HL2074_00149	CDS	942	znuA_1		COG0803	High-affinity zinc uptake system binding-protein ZnuA
HL2074_00150	CDS	705	znuC_1	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
HL2074_00151	CDS	807	znuB_1		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HL2074_00152	CDS	681				hypothetical protein
HL2074_00153	CDS	2340				hypothetical protein
HL2074_00154	CDS	813	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
HL2074_00155	CDS	2352				hypothetical protein
HL2074_00156	CDS	1716				hypothetical protein
HL2074_00157	CDS	831	rsbRD			RsbT co-antagonist protein RsbRD
HL2074_00158	CDS	993				hypothetical protein
HL2074_00159	CDS	834				hypothetical protein
HL2074_00160	CDS	390	yabA		COG4467	Initiation-control protein YabA
HL2074_00161	CDS	774	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
HL2074_00162	CDS	273				hypothetical protein
HL2074_00163	CDS	882	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
HL2074_00164	CDS	285	abrB		COG2002	Transition state regulatory protein AbrB
HL2074_00165	CDS	858	glcU_1		COG4975	putative glucose uptake protein GlcU
HL2074_00166	CDS	1260				hypothetical protein
HL2074_00167	CDS	2499	inlJ_1			Internalin-J
HL2074_00168	CDS	837				IS3 family transposase ISLmo1
HL2074_00169	CDS	306				IS3 family transposase ISLmo1
HL2074_00170	CDS	1248				hypothetical protein
HL2074_00171	CDS	861	glcU_2		COG4975	putative glucose uptake protein GlcU
HL2074_00172	CDS	1998	metG	6.1.1.10		Methionine--tRNA ligase
HL2074_00173	CDS	1215	nagC		COG1940	N-acetylglucosamine repressor
HL2074_00174	CDS	879	lacF_1			Lactose transport system permease protein LacF
HL2074_00175	CDS	849	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
HL2074_00176	CDS	1257				hypothetical protein
HL2074_00177	CDS	3303				hypothetical protein
HL2074_00178	CDS	2292		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
HL2074_00179	CDS	1662	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
HL2074_00180	CDS	774	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
HL2074_00181	CDS	1227				hypothetical protein
HL2074_00182	CDS	576	rnmV	3.1.26.8	COG1658	Ribonuclease M5
HL2074_00183	CDS	888	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
HL2074_00184	CDS	258	veg		COG4466	Protein Veg
HL2074_00185	CDS	882	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HL2074_00186	CDS	738		3.5.1.-	COG3394	Carbohydrate deacetylase
HL2074_00187	CDS	819	purR_1		COG0503	Pur operon repressor
HL2074_00188	CDS	678				hypothetical protein
HL2074_00189	CDS	693	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
HL2074_00190	CDS	1209	yknZ		COG0577	putative ABC transporter permease YknZ
HL2074_00191	CDS	309	spoVG_1		COG2088	Putative septation protein SpoVG
HL2074_00192	CDS	309	spoVG_2		COG2088	Putative septation protein SpoVG
HL2074_00193	CDS	1374	glmU			Bifunctional protein GlmU
HL2074_00194	CDS	957	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HL2074_00195	CDS	714	prfA_1		COG0664	Listeriolysin regulatory protein
HL2074_00196	CDS	954	plcA	4.6.1.13		1-phosphatidylinositol phosphodiesterase
HL2074_00197	CDS	1590	hly			Listeriolysin O
HL2074_00198	CDS	1533	mpl	3.4.24.-	COG3227	Zinc metalloproteinase
HL2074_00199	CDS	1920	actA			Actin assembly-inducing protein
HL2074_00200	CDS	870	plcB	3.1.4.3		Phospholipase C
HL2074_00201	CDS	324				hypothetical protein
HL2074_00202	CDS	462	yehR		COG4808	putative lipoprotein YehR
HL2074_00203	CDS	333				hypothetical protein
HL2074_00204	CDS	675				hypothetical protein
HL2074_00205	CDS	942	ldh_1	1.1.1.27	COG0039	L-lactate dehydrogenase
HL2074_00206	CDS	624	ctc		COG1825	General stress protein CTC
HL2074_00207	CDS	585				hypothetical protein
HL2074_00208	CDS	561	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
HL2074_00209	CDS	3540	mfd	3.6.4.-		Transcription-repair-coupling factor
HL2074_00210	CDS	1590	murJ_1		COG2244	Lipid II flippase MurJ
HL2074_00211	CDS	279				hypothetical protein
HL2074_00212	CDS	387	divIC		COG2919	Cell division protein DivIC
HL2074_00213	CDS	429	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
HL2074_00214	CDS	1947	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
HL2074_00215	CDS	2076	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HL2074_00216	CDS	780	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
HL2074_00217	CDS	885	hslO			33 kDa chaperonin
HL2074_00218	CDS	927	cysK	2.5.1.47		Cysteine synthase
HL2074_00219	CDS	786	folP	2.5.1.15	COG0294	Dihydropteroate synthase
HL2074_00220	CDS	375	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
HL2074_00221	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
HL2074_00222	CDS	996	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
HL2074_00223	CDS	1497	lysS	6.1.1.6		Lysine--tRNA ligase
HL2074_00224	rRNA	1547				16S ribosomal RNA
HL2074_00225	rRNA	2928				23S ribosomal RNA
HL2074_00226	rRNA	110				5S ribosomal RNA
HL2074_00227	tRNA	75				tRNA-Val(tac)
HL2074_00228	tRNA	76				tRNA-Thr(tgt)
HL2074_00229	tRNA	74				tRNA-Lys(ttt)
HL2074_00230	tRNA	83				tRNA-Leu(tag)
HL2074_00231	tRNA	75				tRNA-Gly(gcc)
HL2074_00232	tRNA	87				tRNA-Leu(taa)
HL2074_00233	tRNA	75				tRNA-Arg(acg)
HL2074_00234	tRNA	74				tRNA-Pro(tgg)
HL2074_00235	tRNA	74				tRNA-Ala(tgc)
HL2074_00236	tRNA	76				tRNA-Met(cat)
HL2074_00237	tRNA	75				tRNA-Met(cat)
HL2074_00238	tRNA	92				tRNA-Ser(tga)
HL2074_00239	tRNA	76				tRNA-Met(cat)
HL2074_00240	tRNA	76				tRNA-Asp(gtc)
HL2074_00241	tRNA	75				tRNA-Phe(gaa)
HL2074_00242	tRNA	74				tRNA-His(gtg)
HL2074_00243	tRNA	71				tRNA-Gly(tcc)
HL2074_00244	tRNA	74				tRNA-Ile(gat)
HL2074_00245	tRNA	75				tRNA-Asn(gtt)
HL2074_00246	tRNA	91				tRNA-Ser(gct)
HL2074_00247	tRNA	76				tRNA-Glu(ttc)
HL2074_00248	CDS	1176	ycaD			putative MFS-type transporter YcaD
HL2074_00249	CDS	2331	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HL2074_00250	CDS	1125	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
HL2074_00251	CDS	1173	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
HL2074_00252	CDS	1854	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
HL2074_00253	CDS	939	menA_1	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
HL2074_00254	CDS	1389	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
HL2074_00255	CDS	1743	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
HL2074_00256	CDS	828	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HL2074_00257	CDS	819	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
HL2074_00258	CDS	1410	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
HL2074_00259	CDS	954	znuA_2		COG0803	High-affinity zinc uptake system binding-protein ZnuA
HL2074_00260	CDS	267	yidD			Putative membrane protein insertion efficiency factor
HL2074_00261	CDS	474	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
HL2074_00262	CDS	237	ytmB			putative protein YtmB
HL2074_00263	CDS	909		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
HL2074_00264	CDS	5136				hypothetical protein
HL2074_00265	CDS	303				hypothetical protein
HL2074_00266	CDS	1200	metK	2.5.1.6		S-adenosylmethionine synthase
HL2074_00267	CDS	1866	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
HL2074_00268	CDS	576				hypothetical protein
HL2074_00269	CDS	966				hypothetical protein
HL2074_00270	CDS	2421	leuS	6.1.1.4		Leucine--tRNA ligase
HL2074_00271	CDS	516				hypothetical protein
HL2074_00272	CDS	750	rpsB		COG0052	30S ribosomal protein S2
HL2074_00273	CDS	885	tsf			Elongation factor Ts
HL2074_00274	CDS	432				hypothetical protein
HL2074_00275	CDS	564				hypothetical protein
HL2074_00276	CDS	495				hypothetical protein
HL2074_00277	CDS	621				hypothetical protein
HL2074_00278	CDS	1770	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
HL2074_00279	CDS	1806	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
HL2074_00280	CDS	489				hypothetical protein
HL2074_00281	CDS	516				hypothetical protein
HL2074_00282	CDS	609	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HL2074_00283	CDS	1125	sbcD		COG0420	Nuclease SbcCD subunit D
HL2074_00284	CDS	3072				hypothetical protein
HL2074_00285	CDS	3219	rapA	3.6.4.-		RNA polymerase-associated protein RapA
HL2074_00286	CDS	423				hypothetical protein
HL2074_00287	CDS	804				hypothetical protein
HL2074_00288	CDS	2703	citB	4.2.1.3	COG1048	Aconitate hydratase A
HL2074_00289	CDS	234				hypothetical protein
HL2074_00290	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
HL2074_00291	CDS	975	mccF			Microcin C7 self-immunity protein MccF
HL2074_00292	CDS	1068				hypothetical protein
HL2074_00293	CDS	921	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
HL2074_00294	CDS	429				hypothetical protein
HL2074_00295	CDS	2601	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
HL2074_00296	CDS	1365	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
HL2074_00297	CDS	606	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
HL2074_00298	CDS	1020	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
HL2074_00299	CDS	759	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
HL2074_00300	CDS	609	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
HL2074_00301	CDS	1203	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
HL2074_00302	CDS	774	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
HL2074_00303	CDS	438				hypothetical protein
HL2074_00304	CDS	1614	murJ_2		COG2244	Lipid II flippase MurJ
HL2074_00305	CDS	1614	murJ_3		COG2244	Lipid II flippase MurJ
HL2074_00306	CDS	654				hypothetical protein
HL2074_00307	CDS	831	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
HL2074_00308	CDS	414				hypothetical protein
HL2074_00309	CDS	1413		3.4.13.-	COG0624	Putative dipeptidase
HL2074_00310	CDS	870	dat	2.6.1.21		D-alanine aminotransferase
HL2074_00311	CDS	441				hypothetical protein
HL2074_00312	CDS	1464	emrB_1			Multidrug export protein EmrB
HL2074_00313	CDS	783				hypothetical protein
HL2074_00314	CDS	645	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HL2074_00315	CDS	852	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
HL2074_00316	CDS	273				hypothetical protein
HL2074_00317	CDS	312				hypothetical protein
HL2074_00318	CDS	1074	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
HL2074_00319	CDS	312	ytpP			Thioredoxin-like protein YtpP
HL2074_00320	CDS	801				hypothetical protein
HL2074_00321	CDS	618	pheT_1	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
HL2074_00322	CDS	2355				hypothetical protein
HL2074_00323	CDS	1344	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
HL2074_00324	CDS	546	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
HL2074_00325	CDS	1113	pepS_1	3.4.11.-	COG2309	Aminopeptidase PepS
HL2074_00326	CDS	456				hypothetical protein
HL2074_00327	CDS	525				hypothetical protein
HL2074_00328	CDS	1086	aroA_1		COG1605	Protein AroA(G)
HL2074_00329	CDS	1008	ccpA_2		COG1609	Catabolite control protein A
HL2074_00330	CDS	1260	tyrS	6.1.1.1		Tyrosine--tRNA ligase
HL2074_00331	CDS	780				hypothetical protein
HL2074_00332	CDS	201				hypothetical protein
HL2074_00333	CDS	603	rpsD		COG0522	30S ribosomal protein S4
HL2074_00334	CDS	489	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
HL2074_00335	CDS	1716	ezrA		COG4477	Septation ring formation regulator EzrA
HL2074_00336	CDS	1140	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
HL2074_00337	CDS	1197	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
HL2074_00338	CDS	1032	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
HL2074_00339	CDS	1197	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
HL2074_00340	CDS	753	argB	2.7.2.8	COG0548	Acetylglutamate kinase
HL2074_00341	CDS	1161	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
HL2074_00342	CDS	951	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
HL2074_00343	CDS	804	nadK1_1	2.7.1.23	COG0061	NAD kinase 1
HL2074_00344	CDS	1014	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
HL2074_00345	CDS	537				hypothetical protein
HL2074_00346	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
HL2074_00347	CDS	999				hypothetical protein
HL2074_00348	CDS	1218	ackA_1	2.7.2.1	COG0282	Acetate kinase
HL2074_00349	CDS	465				Putative universal stress protein
HL2074_00350	CDS	1113	ald2	1.4.1.1		Alanine dehydrogenase 2
HL2074_00351	CDS	1098		3.4.-.-		putative peptidase
HL2074_00352	CDS	687				hypothetical protein
HL2074_00353	CDS	1368	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HL2074_00354	CDS	936	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
HL2074_00355	CDS	3327	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HL2074_00356	CDS	885	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
HL2074_00357	CDS	957	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
HL2074_00358	CDS	960	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
HL2074_00359	CDS	1758	pyk	2.7.1.40		Pyruvate kinase
HL2074_00360	CDS	378				hypothetical protein
HL2074_00361	CDS	462				hypothetical protein
HL2074_00362	CDS	1122	citZ	2.3.3.16	COG0372	Citrate synthase 2
HL2074_00363	CDS	1263	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HL2074_00364	CDS	2628	polA	2.7.7.7		DNA polymerase I
HL2074_00365	CDS	822	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HL2074_00366	CDS	603	coaE	2.7.1.24		Dephospho-CoA kinase
HL2074_00367	CDS	465	nrdR		COG1327	Transcriptional repressor NrdR
HL2074_00368	CDS	1362	dnaB		COG3611	Replication initiation and membrane attachment protein
HL2074_00369	CDS	924	dnaI		COG1484	Primosomal protein DnaI
HL2074_00370	CDS	1923	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
HL2074_00371	CDS	585	engB		COG0218	putative GTP-binding protein EngB
HL2074_00372	CDS	1308	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
HL2074_00373	CDS	930	hemC	2.5.1.61		Porphobilinogen deaminase
HL2074_00374	CDS	723				hypothetical protein
HL2074_00375	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
HL2074_00376	CDS	1290	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
HL2074_00377	CDS	2652	valS	6.1.1.9	COG0525	Valine--tRNA ligase
HL2074_00378	CDS	1290	fpgS	6.3.2.17		Folylpolyglutamate synthase
HL2074_00379	CDS	711	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
HL2074_00380	CDS	675				hypothetical protein
HL2074_00381	CDS	1014	mreB		COG1077	Rod shape-determining protein MreB
HL2074_00382	CDS	888	mreC		COG1792	Cell shape-determining protein MreC
HL2074_00383	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
HL2074_00384	CDS	690	minC		COG0850	Septum site-determining protein MinC
HL2074_00385	CDS	801	minD		COG2894	Septum site-determining protein MinD
HL2074_00386	CDS	1362	rne	3.1.26.12	COG1530	Ribonuclease E
HL2074_00387	CDS	309	rplU		COG0261	50S ribosomal protein L21
HL2074_00388	CDS	318				hypothetical protein
HL2074_00389	CDS	291	rpmA		COG0211	50S ribosomal protein L27
HL2074_00390	CDS	819	glpF_1		COG0580	Glycerol uptake facilitator protein
