locus_tag	ftype	length_bp	gene	EC_number	COG	product
HM00108598_00032	CDS	1092	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
HM00108598_00033	CDS	1188	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
HM00108598_00034	CDS	1242				hypothetical protein
HM00108598_00035	CDS	258				hypothetical protein
HM00108598_00036	CDS	2751	inlJ_1			Internalin-J
HM00108598_00037	CDS	2343	rhaR_1			HTH-type transcriptional activator RhaR
HM00108598_00038	CDS	1188		3.5.1.47		N-acetyldiaminopimelate deacetylase
HM00108598_00039	CDS	1401	norB			Quinolone resistance protein NorB
HM00108598_00040	CDS	1191	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
HM00108598_00041	CDS	1194	sauU			putative sulfoacetate transporter SauU
HM00108598_00042	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HM00108598_00043	CDS	528				hypothetical protein
HM00108598_00044	CDS	708				hypothetical protein
HM00108598_00045	CDS	819	dacA_1	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
HM00108598_00046	CDS	1374	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
HM00108598_00047	CDS	1890	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HM00108598_00048	CDS	357				hypothetical protein
HM00108598_00049	CDS	324				hypothetical protein
HM00108598_00050	CDS	393				hypothetical protein
HM00108598_00051	CDS	1284				hypothetical protein
HM00108598_00052	CDS	366				hypothetical protein
HM00108598_00053	CDS	267				hypothetical protein
HM00108598_00054	CDS	717	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
HM00108598_00055	CDS	696	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
HM00108598_00056	CDS	1002	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
HM00108598_00057	CDS	1407	mtlA			PTS system mannitol-specific EIICB component
HM00108598_00058	CDS	657	cbbY	3.1.3.-	COG0637	Protein CbbY
HM00108598_00059	CDS	447				hypothetical protein
HM00108598_00060	CDS	906	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
HM00108598_00061	CDS	807	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
HM00108598_00062	CDS	855	noc		COG1475	Nucleoid occlusion protein
HM00108598_00063	CDS	300				hypothetical protein
HM00108598_00064	CDS	759				hypothetical protein
HM00108598_00065	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HM00108598_00066	CDS	852	spo0J		COG1475	Stage 0 sporulation protein J
HM00108598_00067	CDS	204				hypothetical protein
HM00108598_00068	CDS	1467	katA	1.11.1.6	COG0753	Catalase
HM00108598_00069	CDS	1917	licR_1		COG1762	putative licABCH operon regulator
HM00108598_00070	CDS	1296	licC_1		COG1455	Lichenan permease IIC component
HM00108598_00071	CDS	300	gmuB_1	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
HM00108598_00072	CDS	2271	bglB_1	3.2.1.21	COG1472	Thermostable beta-glucosidase B
HM00108598_00073	CDS	309	gmuA_1		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
HM00108598_00074	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
HM00108598_00075	CDS	510				hypothetical protein
HM00108598_00076	CDS	1191	emrD			Multidrug resistance protein D
HM00108598_00077	CDS	396				hypothetical protein
HM00108598_00078	CDS	2169				hypothetical protein
HM00108598_00079	CDS	624	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HM00108598_00080	CDS	204				hypothetical protein
HM00108598_00081	CDS	837	licT_1		COG3711	Transcription antiterminator LicT
HM00108598_00082	CDS	1854	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
HM00108598_00083	CDS	1449	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
HM00108598_00084	CDS	2331	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
HM00108598_00085	CDS	909	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
HM00108598_00086	CDS	1131				hypothetical protein
HM00108598_00087	CDS	663				hypothetical protein
HM00108598_00088	CDS	735	glvR_1		COG1737	HTH-type transcriptional regulator GlvR
HM00108598_00089	CDS	309	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
HM00108598_00090	CDS	885	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
HM00108598_00091	CDS	1353	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
HM00108598_00092	CDS	303	gmuB_2	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
HM00108598_00093	CDS	1455	bglC_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
HM00108598_00094	CDS	111				hypothetical protein
HM00108598_00095	CDS	1611	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
HM00108598_00096	CDS	531	ymdB_1	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
HM00108598_00097	CDS	1467	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HM00108598_00098	CDS	1773	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
HM00108598_00099	CDS	2154	topB	5.99.1.2		DNA topoisomerase 3
HM00108598_00100	CDS	1668	cocE	3.1.1.84		Cocaine esterase
HM00108598_00101	CDS	1338	dacA_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
HM00108598_00102	CDS	948				hypothetical protein
HM00108598_00103	CDS	1854				hypothetical protein
HM00108598_00104	CDS	1773			COG1132	putative ABC transporter ATP-binding protein
HM00108598_00105	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
HM00108598_00106	CDS	1707	menF	5.4.4.2		Isochorismate synthase MenF
HM00108598_00107	CDS	573	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
HM00108598_00108	CDS	420	ydaG		COG3871	General stress protein 26
HM00108598_00109	CDS	1284	serS	6.1.1.11		Serine--tRNA ligase
HM00108598_00110	CDS	252				hypothetical protein
HM00108598_00111	CDS	1728	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
HM00108598_00112	CDS	690				hypothetical protein
HM00108598_00113	CDS	645	tal_1	2.2.1.2	COG0176	Transaldolase
HM00108598_00114	CDS	348				hypothetical protein
HM00108598_00115	CDS	1209	tetA_1			Tetracycline resistance protein, class B
HM00108598_00116	CDS	291				hypothetical protein
HM00108598_00117	CDS	690	cobB	3.5.1.-	COG0846	NAD-dependent protein deacetylase
HM00108598_00118	CDS	1335				hypothetical protein
HM00108598_00119	CDS	957	ccpB_1			Catabolite control protein B
HM00108598_00120	CDS	1134	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
HM00108598_00121	CDS	1683		2.4.1.-	COG0366	Glucosylglycerate phosphorylase
HM00108598_00122	CDS	2649	mngB_1	3.2.1.170	COG0383	Mannosylglycerate hydrolase
HM00108598_00123	CDS	1959	mngA_1		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
HM00108598_00124	CDS	753				hypothetical protein
HM00108598_00125	CDS	369				hypothetical protein
HM00108598_00126	CDS	612	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
HM00108598_00127	CDS	405				hypothetical protein
HM00108598_00128	CDS	456	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
HM00108598_00129	CDS	975	lrp			Leucine-rich protein
HM00108598_00130	CDS	450	slyA_2			Transcriptional regulator SlyA
HM00108598_00131	CDS	1353	mepA_1		COG0534	Multidrug export protein MepA
HM00108598_00132	CDS	444				hypothetical protein
HM00108598_00133	CDS	462				hypothetical protein
HM00108598_00134	CDS	735				hypothetical protein
HM00108598_00135	CDS	720	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
HM00108598_00136	CDS	1578	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
HM00108598_00137	CDS	471	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
HM00108598_00138	CDS	1407	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
HM00108598_00139	CDS	1014	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
HM00108598_00140	CDS	1725	cydD_1		COG4988	ATP-binding/permease protein CydD
HM00108598_00141	CDS	1740			COG1132	putative ABC transporter ATP-binding protein
HM00108598_00142	CDS	948				hypothetical protein
HM00108598_00143	CDS	939				hypothetical protein
HM00108598_00144	CDS	1494	xylB	2.7.1.17	COG1070	Xylulose kinase
HM00108598_00145	CDS	96				hypothetical protein
HM00108598_00146	CDS	642				hypothetical protein
HM00108598_00147	CDS	156				hypothetical protein
HM00108598_00148	CDS	1365	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
HM00108598_00149	CDS	222				hypothetical protein
HM00108598_00150	CDS	189				hypothetical protein
HM00108598_00151	CDS	465				hypothetical protein
HM00108598_00152	CDS	1740	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
HM00108598_00153	CDS	318				Nucleoid-associated protein
HM00108598_00154	CDS	597	recR		COG0353	Recombination protein RecR
HM00108598_00155	CDS	246				hypothetical protein
HM00108598_00156	CDS	843	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
HM00108598_00157	CDS	447				hypothetical protein
HM00108598_00158	CDS	840	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
HM00108598_00159	CDS	852	murR		COG1737	HTH-type transcriptional regulator MurR
HM00108598_00160	CDS	375	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
HM00108598_00161	CDS	597	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
HM00108598_00162	CDS	990	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
HM00108598_00163	CDS	1362	speA	4.1.1.19	COG1982	Arginine decarboxylase
HM00108598_00164	CDS	627	tmk	2.7.4.9	COG0125	Thymidylate kinase
HM00108598_00165	CDS	330	yaaQ		COG3870	putative protein YaaQ
HM00108598_00166	CDS	1776	yneA_1			Cell division suppressor protein YneA
HM00108598_00167	CDS	567				hypothetical protein
HM00108598_00168	CDS	96				hypothetical protein
HM00108598_00169	CDS	2571	mgtB	3.6.3.2	COG0474	Magnesium-transporting ATPase, P-type 1
HM00108598_00170	CDS	1131	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HM00108598_00171	CDS	1122	rodA_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
HM00108598_00172	CDS	303	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
HM00108598_00173	CDS	1308	licC_2		COG1455	Lichenan permease IIC component
HM00108598_00174	CDS	306	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
HM00108598_00175	CDS	90				hypothetical protein
HM00108598_00176	CDS	1686	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
HM00108598_00177	CDS	2046	kdpB	3.6.3.12	COG2216	Potassium-transporting ATPase ATP-binding subunit
HM00108598_00178	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
HM00108598_00179	CDS	2691	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
HM00108598_00180	CDS	696	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
HM00108598_00181	CDS	813	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HM00108598_00182	CDS	1257	umuC		COG0389	Protein UmuC
HM00108598_00183	CDS	342				hypothetical protein
HM00108598_00184	CDS	456	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
HM00108598_00185	CDS	471				Putative universal stress protein
HM00108598_00186	CDS	807				hypothetical protein
HM00108598_00187	CDS	369				hypothetical protein
HM00108598_00188	CDS	363				hypothetical protein
HM00108598_00189	CDS	813				hypothetical protein
HM00108598_00190	CDS	2070				hypothetical protein
HM00108598_00191	CDS	465	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
HM00108598_00192	CDS	282	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
HM00108598_00193	CDS	1272	gatC_1		COG3775	PTS system galactitol-specific EIIC component
HM00108598_00194	CDS	1053	gatD_1	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
HM00108598_00195	CDS	1032		1.1.1.301		D-arabitol-phosphate dehydrogenase
HM00108598_00196	CDS	441	rpiB_1	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
HM00108598_00197	CDS	675	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
HM00108598_00198	CDS	2016	tkt_1	2.2.1.1		Transketolase
HM00108598_00199	CDS	645	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
HM00108598_00200	CDS	1470				hypothetical protein
HM00108598_00201	CDS	480				hypothetical protein
HM00108598_00202	CDS	1398	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
HM00108598_00203	CDS	414	rpsL		COG0048	30S ribosomal protein S12
HM00108598_00204	CDS	471	rpsG		COG0049	30S ribosomal protein S7
HM00108598_00205	CDS	2088	fusA		COG0480	Elongation factor G
HM00108598_00206	CDS	1188	tuf		COG0050	Elongation factor Tu
HM00108598_00207	CDS	2067				hypothetical protein
HM00108598_00208	CDS	435	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
HM00108598_00209	CDS	273	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
HM00108598_00210	CDS	1299	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
HM00108598_00211	CDS	993		3.1.1.25		Phospho-furanose lactonase
HM00108598_00212	CDS	750	crnA	3.5.2.10		Creatinine amidohydrolase
HM00108598_00213	CDS	720	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
HM00108598_00214	CDS	744				hypothetical protein
HM00108598_00215	CDS	987				hypothetical protein
HM00108598_00216	CDS	1341	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HM00108598_00217	CDS	981	hepT_1	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
HM00108598_00218	CDS	543				hypothetical protein
HM00108598_00219	CDS	435				hypothetical protein
HM00108598_00220	CDS	1887				hypothetical protein
HM00108598_00221	CDS	900				hypothetical protein
HM00108598_00222	CDS	1083	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HM00108598_00223	CDS	960	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
HM00108598_00224	CDS	801	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
HM00108598_00225	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
HM00108598_00226	CDS	630	rplC		COG0087	50S ribosomal protein L3
HM00108598_00227	CDS	624	rplD		COG0088	50S ribosomal protein L4
HM00108598_00228	CDS	285	rplW			50S ribosomal protein L23
HM00108598_00229	CDS	834	rplB		COG0090	50S ribosomal protein L2
HM00108598_00230	CDS	321	rpsS		COG0185	30S ribosomal protein S19
HM00108598_00231	CDS	357	rplV		COG0091	50S ribosomal protein L22
HM00108598_00232	CDS	657	rpsC		COG0092	30S ribosomal protein S3
HM00108598_00233	CDS	435	rplP		COG0197	50S ribosomal protein L16
HM00108598_00234	CDS	192	rpmC		COG0255	50S ribosomal protein L29
HM00108598_00235	CDS	264	rpsQ		COG0186	30S ribosomal protein S17
HM00108598_00236	CDS	369	rplN		COG0093	50S ribosomal protein L14
HM00108598_00237	CDS	312	rplX		COG0198	50S ribosomal protein L24
HM00108598_00238	CDS	540	rplE		COG0094	50S ribosomal protein L5
HM00108598_00239	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
HM00108598_00240	CDS	399	rpsH		COG0096	30S ribosomal protein S8
HM00108598_00241	CDS	537	rplF			50S ribosomal protein L6
HM00108598_00242	CDS	360	rplR		COG0256	50S ribosomal protein L18
HM00108598_00243	CDS	504	rpsE			30S ribosomal protein S5
HM00108598_00244	CDS	180	rpmD		COG1841	50S ribosomal protein L30
HM00108598_00245	CDS	441	rplO		COG0200	50S ribosomal protein L15
HM00108598_00246	CDS	1296	secY			Protein translocase subunit SecY
HM00108598_00247	CDS	648	adk	2.7.4.3		Adenylate kinase
HM00108598_00248	CDS	219	infA		COG0361	Translation initiation factor IF-1
HM00108598_00249	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
HM00108598_00250	CDS	366	rpsM		COG0099	30S ribosomal protein S13
HM00108598_00251	CDS	390	rpsK		COG0100	30S ribosomal protein S11
HM00108598_00252	CDS	945	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HM00108598_00253	CDS	408	rplQ			50S ribosomal protein L17
HM00108598_00254	CDS	1095				hypothetical protein
HM00108598_00255	CDS	891				hypothetical protein
HM00108598_00256	CDS	663	sapB		COG1285	Protein SapB
HM00108598_00257	CDS	894	ecfA1	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
HM00108598_00258	CDS	867	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
HM00108598_00259	CDS	798	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
HM00108598_00260	CDS	747	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HM00108598_00261	CDS	438	rplM		COG0102	50S ribosomal protein L13
HM00108598_00262	CDS	393	rpsI		COG0103	30S ribosomal protein S9
HM00108598_00263	CDS	1041				hypothetical protein
HM00108598_00264	CDS	198				hypothetical protein
HM00108598_00265	CDS	507				hypothetical protein
HM00108598_00266	CDS	168				hypothetical protein
HM00108598_00267	CDS	903				hypothetical protein
HM00108598_00268	CDS	378				hypothetical protein
HM00108598_00269	CDS	609	yedJ		COG1418	putative protein YedJ
HM00108598_00270	CDS	786	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
HM00108598_00271	CDS	363				hypothetical protein
HM00108598_00272	CDS	1233	pepT_1	3.4.11.4	COG2195	Peptidase T
HM00108598_00273	CDS	531				hypothetical protein
HM00108598_00274	CDS	756	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
HM00108598_00275	CDS	360	rplT		COG0292	50S ribosomal protein L20
HM00108598_00276	CDS	201	rpmI		COG0291	50S ribosomal protein L35
HM00108598_00277	CDS	570	infC			Translation initiation factor IF-3
HM00108598_00278	CDS	894	inlB_1		COG4886	Internalin B
HM00108598_00279	CDS	345	rplS		COG0335	50S ribosomal protein L19
HM00108598_00280	CDS	471				hypothetical protein
HM00108598_00281	CDS	612	azoR_1	1.7.-.-		FMN-dependent NADH-azoreductase
HM00108598_00282	CDS	717	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
HM00108598_00283	CDS	390				hypothetical protein
HM00108598_00284	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
HM00108598_00285	CDS	519	rimM			Ribosome maturation factor RimM
HM00108598_00286	CDS	387				hypothetical protein
HM00108598_00287	CDS	735	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HM00108598_00288	CDS	231				hypothetical protein
HM00108598_00289	CDS	273	rpsP		COG0228	30S ribosomal protein S16
HM00108598_00290	CDS	1659				hypothetical protein
HM00108598_00291	CDS	2562				hypothetical protein
HM00108598_00292	CDS	897				hypothetical protein
HM00108598_00293	CDS	1353	ffh		COG0541	Signal recognition particle protein
HM00108598_00294	CDS	333				hypothetical protein
HM00108598_00295	CDS	987	ftsY		COG0552	Signal recognition particle receptor FtsY
HM00108598_00296	CDS	3561	smc_1		COG1196	Chromosome partition protein Smc
HM00108598_00297	CDS	690	rnc	3.1.26.3	COG0571	Ribonuclease 3
HM00108598_00298	CDS	234	acpA		COG0236	Acyl carrier protein
HM00108598_00299	CDS	744	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HM00108598_00300	CDS	942	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
HM00108598_00301	CDS	1014	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
HM00108598_00302	CDS	570	fapR		COG2050	Transcription factor FapR
HM00108598_00303	CDS	2049	recG	3.6.4.12		ATP-dependent DNA helicase RecG
HM00108598_00304	CDS	891	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
HM00108598_00305	CDS	663	sdhB	4.3.1.17		L-serine dehydratase, beta chain
HM00108598_00306	CDS	1659				putative protein
HM00108598_00307	CDS	366				putative protein
HM00108598_00308	CDS	189	rpmB		COG0227	50S ribosomal protein L28
HM00108598_00309	CDS	645	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
HM00108598_00310	CDS	657	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
HM00108598_00311	CDS	876	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
HM00108598_00312	CDS	1968	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
HM00108598_00313	CDS	759	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
HM00108598_00314	CDS	1335	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HM00108598_00315	CDS	951	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
HM00108598_00316	CDS	2394	priA	3.6.4.-		primosomal protein N'
HM00108598_00317	CDS	1200	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
HM00108598_00318	CDS	207	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
HM00108598_00319	CDS	621	gmk	2.7.4.8	COG0194	Guanylate kinase
HM00108598_00320	CDS	876				hypothetical protein
HM00108598_00321	CDS	1713	yloA		COG1293	putative protein YloA
HM00108598_00322	CDS	600				hypothetical protein
HM00108598_00323	CDS	630	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
HM00108598_00324	CDS	702	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
HM00108598_00325	CDS	915	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
HM00108598_00326	CDS	765	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
HM00108598_00327	CDS	3213	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
HM00108598_00328	CDS	1092	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
HM00108598_00329	CDS	1281	pyrC	3.5.2.3	COG0044	Dihydroorotase
HM00108598_00330	CDS	912	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
HM00108598_00331	CDS	1287	pyrP			Uracil permease
HM00108598_00332	CDS	552	pyrR		COG2065	Bifunctional protein PyrR
HM00108598_00333	CDS	231				hypothetical protein
HM00108598_00334	CDS	825	rsbRD_1			RsbT co-antagonist protein RsbRD
HM00108598_00335	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HM00108598_00336	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
HM00108598_00337	CDS	1284	pbuO_1		COG2252	Guanine/hypoxanthine permease PbuO
HM00108598_00338	CDS	1371	norM		COG0534	Multidrug resistance protein NorM
HM00108598_00339	CDS	933	mntA		COG0803	Manganese-binding lipoprotein MntA
HM00108598_00340	CDS	843	mntB			Manganese transport system membrane protein MntB
HM00108598_00341	CDS	723	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
HM00108598_00342	CDS	417				hypothetical protein
HM00108598_00343	CDS	1491	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
HM00108598_00344	CDS	207	copZ		COG2608	Copper chaperone CopZ
HM00108598_00345	CDS	2214	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
HM00108598_00346	CDS	294	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
HM00108598_00347	CDS	825				hypothetical protein
HM00108598_00348	CDS	702	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
HM00108598_00349	CDS	234				hypothetical protein
HM00108598_00350	CDS	906	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
HM00108598_00351	CDS	438	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
HM00108598_00352	CDS	534	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HM00108598_00353	CDS	615				hypothetical protein
HM00108598_00354	CDS	786				hypothetical protein
HM00108598_00355	CDS	840				DegV domain-containing protein
HM00108598_00356	CDS	633				hypothetical protein
HM00108598_00357	CDS	618	ccpN		COG0517	Transcriptional repressor CcpN
HM00108598_00358	CDS	813	yqfL_1	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
HM00108598_00359	CDS	2640	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
HM00108598_00360	CDS	378				hypothetical protein
HM00108598_00361	CDS	984				hypothetical protein
HM00108598_00362	CDS	624			COG0586	putative membrane protein
HM00108598_00363	CDS	1353				hypothetical protein
